prod_id,addOnId,data_limit,simMode,fupLimit,operatorId,additional_note,amount,productName,postFupSpeed,validity,coverageDestinations,allocatedDestinations
1303,eSim-PB-CN-VA-10-10-2,10,2,,105,,1016.1,"eSIM - China, HongKong, Macau - 10 GB For 10 Days",128.0,10,"CHN,HKG,MAC","GCHN,CHN"
1304,pS-PB-JP-VA-10-10,10,1,,105,,1016.1,Plastic SIM - Japan - 10 GB For 10 Days,128.0,10,JPN,JPN
1305,pS-PB-SE-VA-10-15-2,10,1,,105,,1016.1,Plastic SIM - Europe[8] - 10 GB For 15 Days,128.0,15,"AUT,DNK,FRA,GBR,IRL,ISR,ITA,SWE","AUT,DNK,FRA,GBR,IRL,ISR,ITA,SWE"
1306,Oman_10GB_15days_2589814,10,2,,105,,1016.1,Oman - 10 GB for 15 Days,,15,OMN,OMN
1307,pS-PB-AE-VA-10-7,10,1,,105,,1100.85,Plastic SIM - 10GB for 7 Days [ARE],,7,ARE,ARE
1308,pS-PB-PH-VA-10-7,10,1,,105,,1100.85,Plastic SIM - Philippines - 10 GB For 7 Days,128.0,7,PHL,PHL
1309,04062023064500_01032_2,10,2,,105,,1100.85,Europe - 10 GB for 15 Days,,15,"ALB, AUT, BEL, BGR, HRV, CYP, CZE, DNK, EST, FRO, FIN, FRA, DEU, HUN, ISL, IRL, ITA, LVA, LIE, LTU, LUX, MLT, NLD, NOR, POL, PRT, ROU, SVN, ESP, SWE, TUR, GBR",EUR
1310,pS-PB-UZ-VA-10-15,10,1,,105,,1100.85,Plastic SIM - Europe[+] - 10 GB For 15 Days,128.0,15,"ALB,IRL,EST,AUT,BGR,BEL,ISL,POL,DNK,DEU,FRA,FIN,KAZ,NLD,MNE,CZE,HRV,LVA,LTU,LIE,LUX,ROU,MLT,USA,MDA,NOR,PRT,SWE,CHE,CYP,SVK,SVN,TUR,UKR,ESP,GRC,HUN,ISR,ITA,GBR,KGZ,UZB,PAK,NZL,SRB","EUR,ALB,EST,BGR,BEL,POL,DEU,FIN,KAZ,NLD,MNE,CZE,HRV,LVA,LTU,LIE,LUX,ROU,MLT,MDA,NOR,PRT,CHE,CYP,SVK,SVN,UKR,ESP,GRC,HUN,KGZ,UZB,SRB"
1311,hongkong-10gb-15days_0611202506452942,10,2,,105,,1100.85,Hong Kong - 10 GB for 15 Days,,15,HKG,HKG
1312,QAT_0502202514201316,10,2,,105,,1100.85,Qatar - 10 GB for 15 Days,,15,QAT,QAT
1313,THA_0410202507151170,10,2,,105,,1100.85,Thailand - 10 GB for 15 Days,,15,THA,THA
1314,08232023231002_01124_4,10,2,,105,,1100.85,Europe - 10 GB for 30 Days,,30,"ALB, AUT, BEL, BGR, HRV, CYP, CZE, DNK, EST, FRO, FIN, FRA, DEU, HUN, ISL, IRL, ITA, LVA, LIE, LTU, LUX, MLT, NLD, NOR, POL, PRT, ROU, SVN, ESP, SWE, TUR, GBR",EUR
1315,hongkong-10gb-30days_0611202506453065,10,2,,105,,1100.85,Hong Kong - 10 GB for 30 Days,,30,HKG,HKG
1316,Oman_10GB_30days_2265613,10,2,,105,,1100.85,Oman - 10 GB for 30 Days,,30,OMN,OMN
1317,THA_1002202510214245,10,2,,105,,1100.85,Thailand - 10 GB for 30 Days,,30,THA,THA
1318,pS-PB-LK-VA-10-7,10,1,,105,,1185.59,Plastic SIM - 10GB for  Days [LKA],,7,LKA,LKA
1319,IDN_0213202516001090,10,2,,105,,1270.34,Indonesia - 10 GB for 15 Days,,15,IDN,IDN
1320,LKA_0213202516000734,10,2,,105,,1270.34,Sri Lanka - 10 GB for 15 Days,,15,LKA,LKA
1321,pS-PB-LK-VA-10-15,10,1,,105,,1270.34,Plastic SIM - 10GB for  Days [LKA],,15,LKA,LKA
1322,Philippines10GB15days20251001075402,10,2,,105,,1270.34,Philippines - 10 GB for 15 Days,,15,PHL,PHL
1323,SEN_0213202516000396,10,2,,105,,1270.34,Senegal - 10 GB for 15 Days,,15,SEN,SEN
1324,esim_10gb_30days_europe_v2_1002202510171671,10,2,,105,,1270.34,Europe - 10 GB for 30 Days,,30,"AUT, BEL, BGR, CHE, CYP, CZE, DEU, DNK, EST, ESP, FIN, FRA, GBR, GRC, HRV, HUN, IRL, ISL, ITA, LIE, LTU, LUX, LVA, MLT, NLD, NOR, POL, PRT, ROU, SWE, SVN, SVK, TUR",EUR
1325,Philippines10GB30days20251001075402,10,2,,105,,1270.34,Philippines - 10 GB for 30 Days,,30,PHL,PHL
1326,VNM_1002202510215369,10,2,,105,,1270.34,Vietnam - 10 GB for 30 Days,,30,VNM,VNM
1327,SAU_0502202514200622,10,2,,103,,1355.08,eSIM - Saudi Arabia - 10 GB For 15 Days,,15,SAU,SAU
1328,AZE_1002202510174290,10,2,,103,,1439.83,eSIM - Azerbaijan - 10 GB For 30 Days,,30,AZE,AZE
1329,IDN_0213202516001077,10,2,,105,,1439.83,Indonesia - 10 GB for 30 Days,,30,IDN,IDN
1330,pS-PB-SA-VA-10-30,10,1,,105,,1439.83,Plastic SIM - 10GB for 30 Days [SAU],,30,SAU,SAU
1331,SAU_0502202514200784,10,2,,103,,1439.83,eSIM - Saudi Arabia - 10 GB For 30 Days,,30,SAU,SAU
1332,pS-PB-AE-VA-10-30,10,1,,105,,1609.32,Plastic SIM - UAE - 10 GB For 30 Days,128.0,30,ARE,ARE
1333,ARE_1002202510173546,10,2,,105,,1694.07,United Arab Emirates - 10 GB for 30 Days,,30,ARE,ARE
1334,China_10GB_30days_2629214,10,2,,105,,1694.07,China - 10 GB for 30 Days,,30,CHN,CHN
1335,MAR_1002202510164867,10,2,,105,,1694.07,Morocco - 10 GB for 30 Days,,30,MAR,MAR
1336,MEX_1002202510165878,10,2,,105,,1694.07,Mexico - 10 GB for 30 Days,,30,MEX,MEX
1337,pS-PB-OM-VA-10-30,10,1,,105,,1863.56,Plastic SIM - Oman - 10 GB For 30 Days,128.0,30,OMN,OMN
1338,azerbaijan-10gb-15days_0919202508020415,10,2,,105,,2117.8,Azerbaijan - 10 GB for 15 Days,,15,AZE,AZE
1339,Bangladesh_0MB_15days_2765714,10,2,,105,,2117.8,Bangladesh - 10 GB for 15 Days,,15,BGD,BGD
1340,egypt-10gb-15days_0717202507151147,10,2,,105,,2117.8,Egypt - 10 GB for 15 Days,,15,EGY,EGY
1341,EGY_1002202510181003,10,2,,105,,2117.8,Egypt - 10 GB for 30 Days,,30,EGY,EGY
1342,APAC_10GB_15days_3225614,10,2,,105,,2541.53,South Korea - 10 GB for 15 Days,,15,KOR,KOR
1343,Malawi10GB15days20251001075402,10,2,,105,,2541.53,Malawi - 10 GB for 15 Days,,15,MWI,MWI
1344,03292024231003_01249_1,10,2,,105,,5507.63,Iraq - 10 GB for 365 Days,,365,IRQ,IRQ
1345,eSim-PB-ES-VA-12-27,12,2,,105,60GB in Spain; 500 Minutes EU Calling,1016.1,eSIM - Europe (35) - 12 GB For 27 Days,,27,"ESP,DEU,AUT,BEL,BGR,CYP,HRV,DNK,SVK,SVN,EST,FIN,FRA,GIB,GRC,GLP,GUF,NLD,HUN,IRL,MTQ,REU,ISL,ITA,LVA,LIE,LTU,LUX,MLT,NOR,POL,PRT,CZE,ROU,SWE,VAT","EUR,DEU,AUT,BEL,BGR,CYP,HRV,DNK,SVK,SVN,EST,FIN,FRA,GIB,GRC,GLP,GUF,NLD,HUN,IRL,MTQ,REU,ISL,ITA,LVA,LIE,LTU,LUX,MLT,NOR,POL,PRT,CZE,ROU,SWE,VAT"
1346,pS-BL-LK-GB-12.5-28,12,1,,105,"SIM: Sri Lanka 
INR 120 talktime covers either 120 local minutes at â‚¹1/min or 55 India minutes at â‚¹2.18/min, with SMS also deducted from the same balance.",1100.85,Plastic SIM - Sri Lanka - 12.5 GB For 28 Days,,28,LKA,LKA
1347,eSim-BL-US-GB-12-30,12,2,,105,"Unlimited Local Calls & SMS, International Calling to 100+ Countries",1270.34,eSIM - United States - 12 GB For 30 Days,,30,"USA,CAN,MEX",USA
1348,pS-BL-US-GB-12-30,12,1,,105,"SIM: USA AT&T
Unlimited Local Calls & SMS, International Calling to 100+ Countries",1355.08,Plastic SIM - United States [AT&T] - 12GB For 30 Days,,30,"USA,CAN,MEX",USA
1349,eSim-BL-US-GB-12-60,12,2,,105,"Per Month Plan; Unlimited Local Calls & SMS, International Calling to 100+ Countries",2117.8,eSIM - United States - 12 GB For 60 Days,,60,"USA,CAN,MEX",USA
1350,pS-BL-US-GB-12-60,12,1,,105,"SIM: USA AT&T
Per Month Plans, Unlimited Local Calls & SMS, International Calling to 100+ Countries",2202.54,Plastic SIM - United States [AT&T] - 12GB For 60 Days,,60,"USA,CAN,MEX",USA
1351,TUR_0110202517200359,20,2,,105,,931.36,Turkey - 20 GB for 30 Days,,30,TUR,TUR
1352,SGL-TUR-20G-30D,20,2,,103,,1016.1,eSIM - Turkey - 20 GB For 30 Days,,30,TUR,TUR
1353,20251110T100027608203_7ca61bdd-b014-4357-bcc4-9f3bf2af576b,20,2,,103,,1016.1,eSIM - United States of America - 20 GB For 30 Days,,30,USA,USA
1354,eSim-PB-SG-VA-20-7-7,20,2,,105,,1100.85,"eSIM - Singapore, Malaysia - 20 GB For 7 Days",128.0,7,"SGP,MYS","SGP,MYS,SGMY"
1355,DEU_1002202510363970,20,2,,105,,1100.85,Germany - 20 GB for 30 Days,,30,DEU,DEU
1356,pS-PB-US-VA-20-15-2,20,1,,105,,1185.59,Plastic SIM - 20GB for  Days [USA],,15,USA,USA
1357,pS-PB-HK-VA-20-7-1,20,1,,105,,1270.34,"Plastic SIM - 20GB for 7 Days [HKG, MAC]",,7,"HKG, MAC",HKG
1358,pS-PB-KRW-VA-20-15,20,1,,105,,1270.34,Plastic SIM - South Korea - 20 GB For 15 Days,128.0,15,KOR,KOR
1359,europe1-20g30days_0316202613555294,20,2,,103,,1270.34,eSIM - United Kingdom - 20 GB For 30 Days,,30,"AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LIE,LTU,LUX,MLT,NLD,NOR,PRT,ROU,SVK,SVN,ESP,SWE,TUR,GBR","AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LIE,LTU,LUX,MLT,NLD,NOR,PRT,ROU,SVK,SVN,ESP,SWE,TUR,GBR"
1360,ESP_1002202510364485,20,2,,105,,1270.34,Spain - 20 GB for 30 Days,,30,ESP,ESP
1361,FRA_1002202510364889,20,2,,105,,1270.34,France - 20 GB for 30 Days,,30,FRA,FRA
1362,ITA_1002202510371664,20,2,,105,,1270.34,Italy - 20 GB for 30 Days,,30,ITA,ITA
1363,Malaysia20GB30days20251001075402,20,2,,105,,1270.34,Malaysia - 20 GB for 30 Days,,30,MYS,MYS
1364,pS-PB-US-VA-20-30-2,20,1,,105,,1270.34,Plastic SIM - 20GB for  Days [USA],,30,USA,USA
1365,Australia20GB30days20251001075400,20,2,,105,,1439.83,Australia - 20 GB for 30 Days,,30,AUS,AUS
1366,CHE_0313202512400590,20,2,,103,,1439.83,eSIM - Switzerland - 20 GB For 30 Days,,30,CHE,CHE
1367,eSim-PB-AD-VA-2-30,20,2,,105,Unllimited Calls and SMS in EU; 30 Mins EU to ROW; 200 SMS from EU to ROW,1439.83,eSIM - Europe (47) - 20 GB For 30 Days,,30,"AND,AZO,ALA,AUT,BAL,BEL,CAN,CYP,COR,CRE,CYC,HRV,CZE,DNK,EST,FRO,FIN,FRA,DEU,GIB,GRC,GGY,HUN,IRL,ISL,ITA,JEY,LVA,LIE,LTU,LUX,MAD,MLT,IMN,NOR,NLD,POL,PRT,RHO,ROU,ESP,GBR,SMR,SAR,SIC,SVK,SVN,CHE,SWE,VAT","EUR,AND,AZO,ALA,AUT,BAL,BEL,CAN,CYP,COR,CRE,CYC,HRV,CZE,DNK,EST,FRO,FIN,FRA,DEU,GIB,GRC,GGY,HUN,IRL,ISL,ITA,JEY,LVA,LIE,LTU,LUX,MAD,MLT,IMN,NOR,NLD,POL,PRT,RHO,ROU,ESP,GBR,SMR,SAR,SIC,SVK,SVN,CHE,SWE,VAT"
1368,pS-PB-EUR-VA-20-30,20,1,,105,SIM: Orange Europe Unllimited Calls and SMS in EU; 30 Mins EU to ROW; 200 SMS from EU to ROW,1439.83,pSIM - Orange Holiday Europe - 20 GB For 30 Days,,30,"AND,AZO,ALA,AUT,BAL,BEL,CAN,CYP,COR,CRE,CYC,HRV,CZE,DNK,EST,FRO,FIN,FRA,DEU,GIB,GRC,GGY,HUN,IRL,ISL,ITA,JEY,LVA,LIE,LTU,LUX,MAD,MLT,IMN,NOR,NLD,POL,PRT,RHO,ROU,ESP,GBR,SMR,SAR,SIC,SVK,SVN,CHE,SWE,VAT","EUR,AND,AZO,ALA,AUT,BAL,BEL,CAN,CYP,COR,CRE,CYC,HRV,CZE,DNK,EST,FRO,FIN,FRA,DEU,GIB,GRC,GGY,HUN,IRL,ISL,ITA,JEY,LVA,LIE,LTU,LUX,MAD,MLT,IMN,NOR,NLD,POL,PRT,RHO,ROU,ESP,GBR,SMR,SAR,SIC,SVK,SVN,CHE,SWE,VAT"
1369,pS-PB-SG-VA-20-30-4,20,1,,105,,1439.83,"Plastic SIM - Singapore, Malaysia - 20 GB For 30 Days",128.0,30,"MYS,SGP","SGMY,MYS,SGP"
1370,Japan20GB30days20251001075401,20,2,,103,,1524.58,eSIM - Japan - 20 GB For 30 Days,,30,JPN,JPN
1371,pS-PB-SG-VA-20-15-2,20,1,,105,,1694.07,"Plastic SIM - 20GB for 15 Days [SGP, MYS, IDN, THA]",,15,"SGP, IDN, THA, MYS",IDN
1372,LKA_0213202516000790,20,2,,103,,1694.07,eSIM - Sri Lanka - 20 GB For 30 Days,,30,LKA,LKA
1373,NZL_1002202510374872,20,2,,105,,1694.07,New Zealand - 20 GB for 30 Days,,30,NZL,NZL
1374,pS-PB-UZ-VA-20-30,20,1,,105,,1863.56,Plastic SIM - Europe[+] - 20 GB For 30 Days,128.0,30,"ALB,IRL,EST,AUT,BGR,BEL,ISL,POL,DNK,DEU,FRA,FIN,KAZ,NLD,MNE,CZE,HRV,LVA,LTU,LIE,LUX,ROU,MLT,USA,MDA,NOR,PRT,SWE,CHE,CYP,SVK,SVN,TUR,UKR,ESP,GRC,HUN,ISR,ITA,GBR,KGZ,UZB,PAK,NZL,SRB","EUR,ALB,EST,BGR,BEL,POL,DEU,FIN,KAZ,NLD,MNE,CZE,HRV,LVA,LTU,LIE,LUX,ROU,MLT,MDA,NOR,PRT,CHE,CYP,SVK,SVN,UKR,ESP,GRC,HUN,KGZ,UZB,SRB"
1375,SAU_0502202514200831,20,2,,103,,1948.31,eSIM - Saudi Arabia - 20 GB For 30 Days,,30,SAU,SAU
1376,eSim-PB-AD-VA-20-30,20,2,,105,15Min Calling & 50 SMS,2033.05,eSIM - Orange World - 20 GB For 30 Days,,30,"AND,AUT,BEL,BIH,BGR,HRV,CYP,CZE,DNK,EST,FRO,FIN,FRA,DEU,GEO,GIB,GRC,GGY,HUN,IRL,ISL,ITA,JEY,LVA,LIE,LTU,LUX,MLT,IMN,NLD,NOR,POL,PRT,ROU,ESP,GBR,SMR,SRB,SVK,SVN,CHE,SWE,UKR,VAT,USA,CAN,ZAF,ALB,DZA,SAU,ARG,ARM,AUS,BGD,BEN,BLR,BWA,BRA,BFA,KHM,CMR,CAF,CHL,CHN,HKG,MAC,COL,COD,KOR,CRI,CIV,ARE,ECU,GAB,GTM,GNB,GIN,HND,IND,IDN,ISR,JPN,JOR,XKX,LAO,MKD,MDG,MYS,MLI,MAR,MEX,MDA,MNE,NIC,NZL,UZB,PAK,PER,PHL,PRI,SLV,SEN,SGP,TWN,THA,TUN,TUR,URY,VNM","GLB,IDN,MYS,SGP,VNM,ALB,AND,ARE,ARG,ARM,AUS,AUT,BEL,BEN,BFA,BGD,BGR,BIH,BLR,BRA,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COL,CRI,CYP,CZE,DEU,DNK,DZA,ECU,ESP,EST,FIN,FRA,FRO,GAB,GBR,GEO,GGY,GIB,GIN,GNB,GRC,GTM,HKG,HND,HRV,HUN,IMN,IRL,ISL,ISR,ITA,JEY,JOR,KHM,KOR,LAO,LIE,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MNE,NIC,NLD,NOR,NZL,PER,POL,PRI,PRT,ROU,SAU,SEN,SLV,SMR,SRB,SVK,SVN,SWE,TUN,TUR,TWN,UKR,URY,USA,UZB,XKX,ZAF"
1377,04062023064500_01032_1,20,2,,105,,2117.8,Europe - 20 GB for 30 Days,,30,"ALB, AUT, BEL, BGR, HRV, CYP, CZE, DNK, EST, FRO, FIN, FRA, DEU, HUN, ISL, IRL, ITA, LVA, LIE, LTU, LUX, MLT, NLD, NOR, POL, PRT, ROU, SVN, ESP, SWE, TUR, GBR",EUR
1378,esim_20gb_30days_europe_v2_1002202510375921,20,2,,105,,2117.8,Europe - 20 GB for 30 Days,,30,"AUT, BEL, BGR, CHE, CYP, CZE, DEU, DNK, EST, ESP, FIN, FRA, GBR, GRC, HRV, HUN, IRL, ISL, ITA, LIE, LTU, LUX, LVA, MLT, NLD, NOR, POL, PRT, ROU, SWE, SVN, SVK, TUR",EUR
1379,China_20GB_30days_2629414,20,2,,105,,2541.53,China - 20 GB for 30 Days,,30,CHN,CHN
1380,Singapore_20GB_30days_2603214,20,2,,105,,2541.53,Singapore - 20 GB for 30 Days,,30,SGP,SGP
1381,ARE_1002202510360909,20,2,,105,,2965.25,United Arab Emirates - 20 GB for 30 Days,,30,ARE,ARE
1382,MAR_1002202510373134,20,2,,105,,2965.25,Morocco - 20 GB for 30 Days,,30,MAR,MAR
1383,pS-PB-US-VA-20-15-1,20,1,,105,,3219.49,"Plastic SIM - USA, Canada, Mexico - 20 GB For 15 Days",128.0,15,"CAN,MEX,USA","USCM,CAN,MEX,USA"
1384,eSim-BL-US-GB-12-30-1,30,2,,105,"Unlimited Local Calls & SMS, International Calling to 100+ Countries",1439.83,eSIM - United States - 30 GB For 30 Days,,30,"USA,CAN,MEX",USA
1385,pS-BL-US-GB-12-30-1,30,1,,105,"SIM: USA AT&T
Unlimited Local Calls & SMS, International Calling to 100+ Countries",1524.58,Plastic SIM - United States [AT&T] - 30GB For 30 Days,,30,"USA,CAN,MEX",USA
1386,eSim-PB-TW-VA-30-15,30,2,,105,,1694.07,eSIM - Taiwan - 30 GB For 15 Days,128.0,15,TWN,TWN
1387,eSim-PB-JP-VA-30-15-1,30,2,,105,,1948.31,eSIM - Japan - 30 GB For 15 Days,128.0,15,JPN,JPN
1388,pS-PB-MY-US-40-15,40,1,,105,"SIM: Malaysia TuneTalks, 
Unlimited Incoming and Local Calls",761.86,Plastic SIM - Malaysia [TuneTalk] - 40 GB For 15 Days,,15,MYS,MYS
1389,pS-BL-GB-GB-40-30,40,1,,105,SIM: 3UK,1016.1,Plastic SIM - United Kingdom [3UK] - 40GB For 30 Days,,30,GBR,GBR
1390,eSim-NB-GB-GB-40-30,40,2,,105,,1100.85,eSIM - United Kingdom - 40 GB For 30 Days,,30,GBR,GBR
1391,eSim-PB-TH-GB-50-10-4,50,2,,105,Local Profile - Thailand DTAC,761.86,eSIM - Thailand - 50 GB For 10 Days,,10,THA,THA
1392,pS-PB-TH-GB-50-10,50,1,,105,SIM: Thailand True,761.86,Plastic SIM - Thailand [True] - 50 GB For 30 Days,,10,THA,THA
1393,eSim-BL-US-GB-50-30,50,2,,105,"Unlimited Local Calls & SMS, International Calling to 100+ Countries",1609.32,eSIM - United States - 50 GB For 30 Days,,30,"USA,CAN,MEX",USA
1394,20251110T100030128449_44a05603-c0d2-4bbb-b55b-9be698bd9732,50,2,,105,,2117.8,United States of America - 50 GB for 30 Days,,30,USA,USA
1395,IDN_0213202516001130,50,2,,105,,2287.29,Indonesia - 50 GB for 30 Days,,30,IDN,IDN
1396,Japan50GB30days20251001075401,50,2,,103,,2456.78,eSIM - Japan - 50 GB For 30 Days,,30,JPN,JPN
1397,LKA_0213202516000899,50,2,,105,,2541.53,Sri Lanka - 50 GB for 30 Days,,30,LKA,LKA
1398,NLD_1002202510475097,50,2,,105,,2541.53,Netherlands - 50 GB for 30 Days,,30,NLD,NLD
1399,pS-BL-GB-GB-100-30,100,1,,105,SIM: 3UK,1439.83,Plastic SIM - United Kingdom [3UK] - 100GB For 30 Days,,30,GBR,GBR
1400,eSim-BL-GB-GB-100-30,100,2,,105,,1524.58,eSIM - United Kingdom - 100 GB For 30 Days,,30,GBR,GBR
1401,20251110T100032642299_1e8f0452-279d-40a7-93e8-db021079fde6,100,2,,105,,3134.75,United States of America - 100 GB for 30 Days,,30,USA,USA
1402,eSim-PB-AD-VA-100-30,100,2,,105,Unllimited Calls and SMS in EU; 120 Mins EU to ROW; 1000 SMS from EU to ROW,3727.97,eSIM - Europe (47) - 100 GB For 28 Days,,28,"AND,AZO,ALA,AUT,BAL,BEL,CAN,CYP,COR,CRE,CYC,HRV,CZE,DNK,EST,FRO,FIN,FRA,DEU,GIB,GRC,GGY,HUN,IRL,ISL,ITA,JEY,LVA,LIE,LTU,LUX,MAD,MLT,IMN,NOR,NLD,POL,PRT,RHO,ROU,ESP,GBR,SMR,SAR,SIC,SVK,SVN,CHE,SWE,VAT","EUR,AND,AZO,ALA,AUT,BAL,BEL,CAN,CYP,COR,CRE,CYC,HRV,CZE,DNK,EST,FRO,FIN,FRA,DEU,GIB,GRC,GGY,HUN,IRL,ISL,ITA,JEY,LVA,LIE,LTU,LUX,MAD,MLT,IMN,NOR,NLD,POL,PRT,RHO,ROU,ESP,GBR,SMR,SAR,SIC,SVK,SVN,CHE,SWE,VAT"
